1.495980000000000000e+12 0.000000000000000000e+00 -1.196784000000000000e+13 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -1.119572129032258008e+13 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -1.042360258064516211e+13 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -9.651483870967742188e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -8.879365161290322266e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -8.107246451612903320e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -7.335127741935484375e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -6.563009032258064453e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -5.790890322580645508e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -5.018771612903226562e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -4.246652903225806641e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -3.474534193548387695e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -2.702415483870968750e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -1.930296774193548828e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -1.158178064516128906e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 -3.860593548387109375e+11 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 3.860593548387089844e+11 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 1.158178064516128906e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 1.930296774193546875e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 2.702415483870966797e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 3.474534193548386719e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 4.246652903225804688e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 5.018771612903224609e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 5.790890322580644531e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 6.563009032258062500e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 7.335127741935484375e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 8.107246451612902344e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 8.879365161290320312e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 9.651483870967742188e+12 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 1.042360258064516016e+13 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 1.119572129032257812e+13 0.000000000000000000e+00
1.495980000000000000e+12 0.000000000000000000e+00 1.196784000000000000e+13 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -1.196784000000000000e+13 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -1.119572129032258008e+13 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -1.042360258064516211e+13 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -9.651483870967742188e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -8.879365161290322266e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -8.107246451612903320e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -7.335127741935484375e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -6.563009032258064453e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -5.790890322580645508e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -5.018771612903226562e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -4.246652903225806641e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -3.474534193548387695e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -2.702415483870968750e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -1.930296774193548828e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -1.158178064516128906e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 -3.860593548387109375e+11 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 3.860593548387089844e+11 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 1.158178064516128906e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 1.930296774193546875e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 2.702415483870966797e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 3.474534193548386719e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 4.246652903225804688e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 5.018771612903224609e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 5.790890322580644531e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 6.563009032258062500e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 7.335127741935484375e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 8.107246451612902344e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 8.879365161290320312e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 9.651483870967742188e+12 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 1.042360258064516016e+13 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 1.119572129032257812e+13 0.000000000000000000e+00
2.240211256281407227e+12 0.000000000000000000e+00 1.196784000000000000e+13 0.000000000000000000e+00
2.984442512562813965e+12 0.000000000000000000e+00 -1.196784000000000000e+13 0.000000000000000000e+00
